Όνομα;Χονδρική τιμή (€);Περιγραφή;Κατηγορία;Barcode (EAN);Φωτογραφία;URL επίσημου site
KOCOSTAR HOME SALON HAIR PACK;;Μία ολοκληρωμένη θρεπτική και καταπραϋντική θεραπεία των ξηρών και ταλαιπωρημένων μαλλιών. Περιέχει εκχύλισμα σόγιας, ρυζιού και σουσαμιού, λάδι καρύδας, βούτυρο καριτέ και πανθενόλη που θρέφουν και μαλακώνουν τα μαλλιά, διατηρούν το τριχωτό της κεφαλής υγιές χαρίζοντας φυσική λάμψη.;Γυναικεία Περιποίηση;8809328320348;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328320348_1_t20250228112000.jpg;https://www.vican.gr/el/kocostar-home-salon-hair-pack-8809328320348.html
KOCOSTAR PEARL LIP MASK;;Περιέχει εκχύλισμα μαργαριταριών, σκόνη διαμαντιού και ποικιλία από εκχυλίσματα λουλουδιών. Ενυδατώνει σε βάθος, μαλακώνει και φωτίζει τα θαμπά χείλη, δίνοντας μία λάμψη πολυτέλειας. Για όλους τους τύπους δέρματος.;Γυναικεία Περιποίηση;8809328324537;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328324537_t20230418163921.jpg;https://www.vican.gr/el/kocostar-pearl-lip-mask-8809328324537.html
KOCOSTAR CHERRY BLOSSOM LIP MASK;;Ενυδατώνει σε βάθος, θρέφει τα ξηρά, σκασμένα χείλη και αναζωογονεί τη γύρω περιοχή. Περιέχει 3 διαφορετικά είδη υαλουρονικού οξέος και εκχύλισμα από άνθη κερασιάς. Για όλους τους τύπους δέρματος.;Γυναικεία Περιποίηση;8809328323165;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328323165_1_t20250228112000.jpg;https://www.vican.gr/el/kocostar-cherry-blossom-lip-mask-8809328323165.html
KOCOSTAR PRINCESS GOLD EYE PATCH - MICRO HOLE HYDROGEL;;Επιθέματα με πλούσια ενυδατικά και καταπραϋντικά συστατικά για την ξηρή και ταλαιπωρημένη επιδερμίδα της περιοχής των ματιών. Η πορώδης μορφή τους (Micro-hole patent) διευκολύνει την ταχεία και αποτελεσματική απορρόφηση των ενεργών συστατικών, προσφέροντας στα μάτια στοχευμένη αντιρυτιδική φροντίδα. Για όλους τους τύπους δέρματος.;Γυναικεία Περιποίηση;8809328320058;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328320058_1_t20240620112000.jpg;https://www.vican.gr/el/kocostar-princess-gold-eye-patch-micro-hole-hydrogel-8809328320058.html
KOCOSTAR PREMIUM GOLD FOIL TRIPLE LAYER MASK;;Εξειδικευμένη μάσκα προσώπου με έξι διαφορετικούς τύπους υαλουρονικού οξέος, χρυσό για την περιποίηση του δέρματος και θρεπτικά κεραμίδια. Η πατενταρισμένη δομή τριών στρώσεων από φύλλο χρυσού, moisture matrix και TENCEL®* αποτρέπει την εξάτμιση των δραστικών και διατηρεί τη θερμοκρασία της επιδερμίδας, γεγονός που δημιουργεί ένα εφέ ατμού που ενισχύει την ενυδατική απόδοση της μάσκας. *Φύλλο αντανάκλασης θερμότητας σώματος με στρώμα ανίχνευσης θερμότητας;Γυναικεία Περιποίηση;8809328325596;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325596_1_t20240125112000.jpg;https://www.vican.gr/el/kocostar-premium-gold-foil-triple-layer-mask-8809328325596.html
KOCOSTAR WAFFLE FACE MASK ICE CREAM;;Μάσκα προσώπου από 100% οικολογικό βαμβάκι εμποτισμένη με 40gr αναζωογονητικού gel. Περιέχει εκχύλισμα centella asiatica που παρέχει συσφικτική και καταπραϋντική δράση και εκχύλισμα βανίλιας που ρυθμίζει την επιδερμίδα και ενισχύει τον επιδερμικό φραγμό. Επίσης, περιέχει εκχυλίσματα δεντρολίβανου και αμαμελίδας που καταπραΰνουν την ευαίσθητη επιδερμίδα. Δερματολογικά ελεγμένη.;Γυναικεία Περιποίηση;8809328324032;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328324032_1_t20250227112000.jpg;https://www.vican.gr/el/kocostar-waffle-face-mask-ice-cream-8809328324032.html
KOCOSTAR WAFFLE FACE MASK STRAWBERRY;;Μάσκα προσώπου από 100% οικολογικό βαμβάκι εμποτισμένη με 38gr αναζωογονητικού gel. Περιέχει εκχύλισμα fragaria chiloensis (strawberry) fruit extract που καθαρίζει και δίνει λάμψη στην επιδερμίδα. Εμπλουτισμένη με εκχυλίσματα φύλλων ginkgo biloba, εκχύλισμα panax ginseng root και εκχύλισμα μαργαριταριών (pearl extract) που συμβάλλουν στη διατήρηση της υγείας του δέρματος.;Γυναικεία Περιποίηση;8809328324001;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328324001_1_t20231122112000.jpg;https://www.vican.gr/el/kocostar-waffle-face-mask-strawberry-8809328324001.html
KOCOSTAR VITAMIN FACE MASK;;Μάσκα προσώπου με εκχύλισμα γκρέιπφρουτ και λεμονιού που έχει αντιοξειδωτική/λευκαντική δράση, ενισχύει την υγρασία και φροντίζει απαλά την επιδερμίδα. Εμπλουτισμένη με niacinamide για αναζωογόνηση και λάμψη της κουρασμένης επιδερμίδας και πανθενόλη που παρέχει εξαιρετική ενυδατική δράση.;Γυναικεία Περιποίηση;8809328325206;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325206_1_t20250228112000.jpg;https://www.vican.gr/el/kocostar-vitamin-face-mask-8809328325206.html
KOCOSTAR TEA TREE FACE MASK;;Μάσκα προσώπου με εκχύλισμα φύλλων melaleuca alternifolia (Tea Tree), το οποίο τονώνει και φροντίζει απαλά την επιδερμίδα. Επίσης, περιέχει εκχύλισμα centella asiatica που βοηθά στη γρήγορη ανανέωση και στην ελαστικότητα της επιδερμίδας. Δερματολογικά ελεγμένο.;Γυναικεία Περιποίηση;8809328325213;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325213_1_t20240227112000.jpg;https://www.vican.gr/el/kocostar-tea-tree-face-mask-8809328325213.html
KOCOSTAR HYALURONIC FACE MASK;;Περιέχει 6 διαφορετικά είδη υαλουρονικού οξέος που ενισχύουν την υγρασία, καταπραΰνουν και φροντίζουν απαλά το δέρμα προσφέροντας θρέψη και ενυδάτωση. Ιδανική για αφυδατωμένες επιδερμίδες!;Γυναικεία Περιποίηση;8809328325183;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325183_1_t20250228112000.jpg;https://www.vican.gr/el/kocostar-hyaluronic-face-mask-8809328325183.html
KOCOSTAR COLLAGEN FACE MASK;;Μάσκα προσώπου με 5 διαφορετικά serum φυτικού κολλαγόνου: εκχύλισμα σπόρων chenopodium quinoa, daucus carota sativa και glycine max (soybean) που διατηρούν την υγρασία και φροντίζουν απαλά το δέρμα, εκχύλισμα panax ginseng με προστατευτική και καταπραϋντική δράση και oryza sativa για θρέψη και βελτίωση της λιπαρότητας της επιδερμίδας.;Γυναικεία Περιποίηση;8809328325190;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325190_1_t20231122112000.jpg;https://www.vican.gr/el/kocostar-collagen-face-mask-8809328325190.html
PHILIPS AVENT ΑΞΕΣΟΥΑΡ;;Δοχείο γάλατος σε σκόνη Ιδανικό για ταξίδια. Βουρτσάκι καθαρισμού μπιμπερό και θηλών Για εύκολο καθαρισμό και φροντίδα για τα σκεύη του μωρού σας. Σχάρα στεγνώματος Ειδικά σχεδιασμένο για καθαρό και τακτοποιημένο στέγνωμα. Σετ βρεφικής φροντίδας Περιέχει όλα τα βασικά αξεσουάρ βρεφικής φροντίδας σε ένα πλήρες σετ. Ηλεκτρικό θερμόμετρο Ιδανικό για το μπανάκι του μωρού και το υπνοδωμάτιο.;Φροντίδα Μωρού;5012909006941;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/0/5012909006941_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-axesoyar-5012909006941.html
PHILIPS AVENT ΘΗΛΑΣΤΡΑ;;Το μη αυτόματο θήλαστρο Philips Avent διαθέτει τεχνολογία φυσικής κίνησης (Natural Motion), εμπνευσμένη από την κίνηση θηλασμού του μωρού, για γρήγορη απελευθέρωση του γάλακτος. Μπορείτε να προσαρμόζετε εύκολα τον ρυθμό και την άντληση. Το ηλεκτρικό θήλαστρο Philips Avent εξασφαλίζει την τέλεια ισορροπία αναρρόφησης και διέγερσης της θηλής, εμπνευσμένη από τον τρόπο με τον οποίο πίνουν γάλα τα μωρά. Διατηρεί τη ροή γάλακτος στο βέλτιστο επίπεδο και προσαρμόζεται απαλά στο μέγεθος και το σχήμα της θηλής σας.;Φροντίδα Μωρού;8720689003339;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8720689003339_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-thilastra-8720689003339.html
PHILIPS AVENT ΕΠΙΘΕΜΑΤΑ ΣΤΗΘΟΥΣ ΚΑΙ ΠΡΟΣΤΑΤΕΥΤΙΚΑ;;Τα επιθέματα στήθους μίας χρήσης της Philips Avent παρέχουν υποστήριξη στο στήθος σας κατά τη φάση του θηλασμού. Χάρη στη κυψελωτή υφή, τον εξαιρετικά λεπτό και υπεραπορροφητικό πυρήνα, την προστασία από τις διαρροές και το σχέδιο που επιτρέπει στο δέρμα να αναπνέει, μπορείτε να νιώθετε άνετη και στεγνή μέρα και νύχτα. Τα προστατευτικά θηλής σχεδιάστηκαν για να σας βοηθήσουν να θηλάζετε όταν αντιμετωπίζετε προβλήματα με τις θηλές σας ή όταν το μωρό σας δυσκολεύεται να πιάσει τη θηλή. Το προστατευτικό θηλής με εξαιρετικά λεπτό σχήμα πεταλούδας επιτρέπει την επαφή με το στήθος για το μωρό...;Φροντίδα Μωρού;8710103911234;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103911234_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-epithemata-stithoys-kai-prostateytika-8710103911234.html
PHILIPS AVENT ΔΟΧΕΙΑ ΚΑΙ ΣΑΚΟΥΛΑΚΙΑ ΑΠΟΘΗΚΕΥΣΗΣ;;Εξαγάγετε, αποθηκεύστε και ταΐστε το μωρό σας με το μητρικό σας γάλα εύκολα και αποτελεσματικά.;Φροντίδα Μωρού;8710103637363;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103637363_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-docheia-kai-sakoylakia-apothikeysis-8710103637363.html
PHILIPS AVENT ΚΥΠΕΛΛΑ ΜΕ ΚΑΛΑΜΑΚΙ;;Το κύπελο με καλαμάκι Bendy της Philips Avent με στρογγυλεμένο σχήμα είναι η ιδανική επιλογή για δραστήρια νήπια στη φάση της ανάπτυξης και επιτρέπει την υγιή στοματική ανάπτυξη. Σε συνεργασία με τους ειδικούς για να σχεδιάσουμε το όσο τον δυνατόν καλύτερό μας κύπελλο με καλαμάκι.;Φροντίδα Μωρού;8710103781899;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103781899_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-kypella-me-kalamaki-8710103781899.html
PHILIPS AVENT ΠΙΠΙΛΕΣ ULTRA AIR NIGHTTIME;;Ο αέρας βοηθά το μωρό σας να χαλαρώσει. Έχει εξαιρετικά μεγάλες οπές αέρα για να διατηρείται η επιδερμίδα στεγνή. Η ασπίδα που φωσφορίζει στο σκοτάδι σάς βοηθάει να τη βλέπετε όταν τα φώτα είναι σβηστά. Η εξαιρετικά σκληρή θηλή είναι ιδανική για τα δόντια και τα ούλα.;Φροντίδα Μωρού;8710103982685;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103982685_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-pipiles-ultra-air-nighttime-8710103982685.html
PHILIPS AVENT ΠΙΠΙΛΕΣ ULTRA SOOTHIE;;Ειδικά σχεδιασμένη ώστε να προσαρμόζεται στο φυσικό περίγραμμα του προσώπου του μωρού σας. Το καμπυλωτό προστατευτικό της σε σχήμα καρδιάς δεν έρχεται σε επαφή με τη μυτούλα του μωρού σας. Κατασκευασμένη από σιλικόνη για ιατρική χρήση.;Φροντίδα Μωρού;8710103963882;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103963882_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-pipiles-ultra-soothie-8710103963882.html
PHILIPS AVENT ΠΙΠΙΛΕΣ ULTRA SOFT;;Το μαλακό και εύκαμπτο προστατευτικό ακολουθεί το σχήμα των μάγουλων του μωρού σας μειώνοντας τα σημάδια και τους ερεθισμούς στο δέρμα. Η εξαιρετικά σκληρή θηλή είναι ιδανική για τα δόντια και τα ούλα.;Φροντίδα Μωρού;8720689027946;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8720689027946_10_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-pipiles-ultra-soft-8720689027946.html
PHILIPS AVENT ΠΙΠΙΛΕΣ ULTRA AIR;;Έχει εξαιρετικά μεγάλες οπές αέρα για να διατηρείται η επιδερμίδα στεγνή. Η εξαιρετικά σκληρή θηλή είναι ιδανική για τα δόντια και τα ούλα. Διαθέσιμη σε διάφορα χρώματα και σχέδια.;Φροντίδα Μωρού;8710103949183;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103949183_10_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-pipiles-ultra-air-8710103949183.html
PHILIPS AVENT ΜΠΙΜΠΕΡΟ ΚΑΙ ΘΗΛΕΣ NATURAL RESPONSE;;Η θηλή Natural Response απελευθερώνει γάλα μόνο όταν το μωρό πίνει. Διευκολύνει το συνδυασμό θηλασμού και ταΐσματος με μπιμπερό.;Φροντίδα Μωρού;8710103985082;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103985082_10_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-mpimpero-kai-thiles-natural-response-8710103985082.html
PHILIPS AVENT ΣΕΤ ΔΩΡΟΥ ΓΙΑ ΝΕΟΓΕΝΝΗΤΑ;;Αυτό το σετ δώρου για νεογέννητα είναι ιδανικό για έναρξη ταΐσματος και χαλάρωσης. Με τη θηλή Natural Response, τα μωρά μπορούν να πίνουν με το δικό τους ρυθμό, όπως ακριβώς κατά το θηλασμό, διευκολύνοντας το συνδυασμό θηλασμού και ταΐσματος με μπιμπερό.;Φροντίδα Μωρού;8710103990710;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/7/8710103990710_1_t20241029112000.jpg;https://www.vican.gr/el/philips-avent-set-doroy-gia-neogennita-8710103990710.html
ONE HUG BABY LIP & NOSE BALM;;Βρεφική γέλη για την περιποίηση των χειλιών και της μύτης με πρεβιοτικό και Χαρουπιά. Θρέφει, ενυδατώνει και προστατεύει την ευαίσθητη περιοχή των χειλιών και της μύτης του μωρού από την ξηρότητα που προκαλεί η σιελόρροια και οι αλλαγές της θερμοκρασίας (κρύο, αέρας, ήλιος). Χωρίς συνθετικό χρώμα και άρωμα.;Φροντίδα Μωρού;5204559058061;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559058061_1_t20240415112000.jpg;https://www.vican.gr/el/one-hug-baby-lip-nose-balm-5204559058061.html
ONE HUG BABY MICELLAR WATER;;Μικυλλιακό νερό για απαλό καθαρισμό και ήπια ενυδάτωση της ευαίσθητης βρεφικής επιδερμίδας. Είναι κατάλληλο για το πρόσωπο, το σώμα, την περιοχή της πάνας και δε χρειάζεται ξέβγαλμα. Με πρεβιοτικό και Χαρουπιά, δεν ξηραίνει την επιδερμίδα και προστατεύει το μικροβίωμα. Χωρίς άρωμα και εμπλουτισμένο με ενυδατικούς παράγοντες για φροντίδα της ευαίσθητης επιδερμίδας. Το προϊόν διαθέτει τεχνολογία Clean Recycling Technology - Η ετικέτα των προϊόντων διαχωρίζεται εύκολα από τη συσκευασία διευκολύνοντας τη διαδικασία ανακύκλωσης.;Φροντίδα Μωρού;5204559058054;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559058054_1_t20240415112000.jpg;https://www.vican.gr/el/one-hug-baby-micellar-water-5204559058054.html
ONE HUG BABY FACE & BODY LOTION;;Γαλάκτωμα βρεφικής περιποίησης για σώμα και πρόσωπο, ειδικά σχεδιασμένο για τη φροντίδα της ευαίσθητης, ξηρής επιδερμίδας με ατοπική προδιάθεση. Με πρεβιοτικό και Χαρουπιά για ενυδάτωση της επιδερμίδας και προστασία του μικροβιώματος. Εμπλουτισμένο με Αλόη, Shea Butter, Βρώμη, Καλέντουλα, Γλυκόριζα και Βιταμίνη Ε που θρέφουν και ενυδατώνουν την ευαίσθητη βρεφική επιδερμίδα. Το προϊόν διαθέτει τεχνολογία Clean Recycling Technology - Η ετικέτα των προϊόντων διαχωρίζεται εύκολα από τη συσκευασία διευκολύνοντας τη διαδικασία ανακύκλωσης.;Φροντίδα Μωρού;5204559058047;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559058047_1_t20240415112000.jpg;https://www.vican.gr/el/one-hug-baby-face-body-lotion-5204559058047.html
ONE HUG BABY FOAM SHAMPOO;;Απαλό σαμπουάν σε μορφή αφρού για ευαίσθητες ξηρές επιδερμίδες με ατοπική προδιάθεση. Με πρεβιοτικό και Χαρουπιά για προστασία της επιδερμίδας και του μικροβιώματος. Εμπλουτισμένο με ήπιους καθαριστικούς παράγοντες και Γλυκόριζα, Αλόη, Σιτάρι και Βρώμη που φροντίζουν και δεν ξηραίνουν την επιδερμίδα. Το προϊόν διαθέτει τεχνολογία Clean Recycling Technology - Η ετικέτα των προϊόντων διαχωρίζεται εύκολα από τη συσκευασία διευκολύνοντας τη διαδικασία ανακύκλωσης.;Φροντίδα Μωρού;5204559058030;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559058030_1_t20240415112000.jpg;https://www.vican.gr/el/one-hug-baby-foam-shampoo-5204559058030.html
ONE HUG BABY WASH 2 IN 1;;Απαλό gel ειδικά σχεδιασμένο για τον καθαρισμό της βρεφικής ευαίσθητης επιδερμίδας και των μαλλιών με σεβασμό στο PH, τη φυσιολογική δερματική χλωρίδα και τον δερματικό φραγμό. Με πρεβιοτικό και Χαρουπιά για περιποίηση της επιδερμίδας και προστασία του μικροβιώματος (βάσει δοκιμών). Εμπλουτισμένο με Γλυκόριζα, Αλόη και Σιτάρι που προσφέρουν ενυδάτωση και φροντίδα. Το προϊόν διαθέτει τεχνολογία Clean Recycling Technology - Η ετικέτα των προϊόντων διαχωρίζεται εύκολα από τη συσκευασία διευκολύνοντας τη διαδικασία ανακύκλωσης.;Φροντίδα Μωρού;5204559058023;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559058023_1_t20240415112000.jpg;https://www.vican.gr/el/one-hug-baby-wash-2-in-1-5204559058023.html
ONE HUG BABY NAPPY CREAM;;Αδιάβροχη κρέμα αλλαγής πάνας που προστατεύει και ανακουφίζει από συγκάματα και ερεθισμούς. Η ενεργή της σύνθεση με πρεβιοτικό, Χαρουπιά, Ψευδάργυρο, Καλέντουλα, Βρώμη και Βιταμίνη E προσφέρει ενυδάτωση της επιδερμίδας και προστασία του μικροβιώματος της ευαίσθητης περιοχής. Το σωληνάριο της συσκευασίας είναι φτιαγμένο από ζαχαροκάλαμο (Sugarcane tube) ένα ιδιαίτερα φιλικό προς το περιβάλλον είδος συσκευασίας.;Φροντίδα Μωρού;5204559058016;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559058016_1_t20240415112000.jpg;https://www.vican.gr/el/one-hug-baby-nappy-cream-5204559058016.html
ONE HUG BABY NAPPY CREAM;;Αδιάβροχη κρέμα αλλαγής πάνας που προστατεύει και ανακουφίζει από συγκάματα και ερεθισμούς. Η ενεργή της σύνθεση με πρεβιοτικό, Χαρουπιά, Ψευδάργυρο, Καλέντουλα, Βρώμη και Βιταμίνη E προσφέρει ενυδάτωση της επιδερμίδας και προστασία του μικροβιώματος της ευαίσθητης περιοχής. Η airless συσκευασία διασφαλίζει την αναλλοίωτη ποιότητα του προϊόντος καθώς αυτό παραμένει ανέπαφο, ενώ η καινοτομία “one-press” προσφέρει μοναδική ευκολία στη χρήση. Το προϊόν διαθέτει τεχνολογία Clean Recycling Technology - Η ετικέτα των προϊόντων διαχωρίζεται εύκολα από τη συσκευασία διευκολύνοντας τη διαδικασία...;Φροντίδα Μωρού;5204559058009;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559058009_1_t20240415112000.jpg;https://www.vican.gr/el/one-hug-baby-nappy-cream-5204559058009.html
CER’8 ΕΝΤΟΜΟΑΠΩΘΗΤΙΚΟ ROLL- ON;;Εντομοαπωθητικό γαλάκτωμα σε μορφή roll-on που προστατεύει αποτελεσματικά από τα κουνούπια και τις σκνίπες, συμπεριλαμβανομένου του ασιατικού κουνουπιού;Εντομοαπωθητικά & Αντιφθειρικά;5204559030197;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559030197_1_t20260304112000.jpg;https://www.vican.gr/el/cer-8-entomoapothitiko-roll-on-5204559030197.html
CER;;Το άοσμο εντομοαπωθητικό Cer’8 προστατεύει αποτελεσματικά από τα κουνούπια και τις σκνίπες, συμπεριλαμβανομένου του ασιατικού κουνουπιού;Εντομοαπωθητικά & Αντιφθειρικά;5204559030319;seasonal/cer-8-anti-mosquito-spray-100ml-5204559030319.jpg;https://www.vican.gr/el/cer-8-aosmo-entomoapothitiko-spray-5204559030319.html
CER’8 ACTIVE PROTECTION MIST;;Fine Mist Spray για εύκολη και ομοιόμορφη εφαρμογή. Αντηλιακό προσώπου και σώματος πολύ υψηλής προστασίας ευρέος φάσματος (UVA/UVB), με ισχυρή ανθεκτικότητα στο νερό / ιδρώτα και ανάλαφρη, μη λιπαρή υφή. Με αιθέρια έλαια Citronella & Andiroba, γνωστά για την προστασία που προσφέρουν, και αλόη και βιταμίνη Ε που φροντίζουν και περιποιούνται την επιδερμίδα. Ιδανικό για δραστηριότητες σε ανοιχτούς χώρους (βουνό, θάλασσα, ύπαιθρο).;Εντομοαπωθητικά & Αντιφθειρικά;5204559030180;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559030180_1_t20240405112000.jpg;https://www.vican.gr/el/cer-8-active-protection-mist-5204559030180.html
CER;;Το Cer’8 Anti-Lice Spray εξάλειψης με διμεθικόνη αποτελεί ένα καινοτόμο ιατροτεχνολογικό προϊόν - λοσιόν αντιμετώπισης της φθειρίασης μέσα σε 15 μόνο λεπτά. Άοσμο και χωρίς χημικά βιοκτόνα, αλλά με ήπια συστατικά φιλικά με την επιδερμίδα, δρα παρεμποδίζοντας την αναπνευστική οδό της ψείρας με αποτέλεσμα την εξόντωσή της.;Εντομοαπωθητικά & Αντιφθειρικά;5204559030609;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559030609_t20230418163921.jpg;https://www.vican.gr/el/cer-8-anti-lice-spray-exaleipsis-5204559030609.html
CER;;To CER’8 Free Kids Shampoo είναι ειδικά σχεδιασμένο για χρήση μετά την εφαρμογή του Cer’8 Anti-Lice Spray για την εξάλειψη φθειρών, καθώς βοηθά στην αποκόλληση και την αποτελεσματική απομάκρυνση της κόνιδας από την τρίχα, χάρη στη μοναδική του σύνθεση με ξύδι φρούτων (μήλο, βερύκοκο, ροδάκινο) και γαλακτικό οξύ. Εμπλουτισμένο με εκχύλισμα βαμβακιού, αλόη και μέλι αποτελεί παράλληλα ιδανική καθημερινή λύση για υγιή και καθαρά μαλλιά καθ;Εντομοαπωθητικά & Αντιφθειρικά;5204559030623;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559030623_t20230418163921.jpg;https://www.vican.gr/el/cer-8-free-kids-shampoo-5204559030623.html
CER;;Το Cer’8 Anti lice Spray πρόληψης είναι άοσμη αντιφθειρική lotion πρόληψης σε μορφή spray, ειδικά σχεδιασμένη για την καθημερινή προστασία των μαλλιών από τις ψείρες. Είναι ένα δερματολογικά ελεγμένο προϊόν που μπορεί να χρησιμοποιείται καθημερινά στο τριχωτό της κεφαλής χωρίς να τα ξηραίνει ή να λαδώνει την τρίχα. Η άοσμη αντιφθειρική λοσιόν πρόληψης Cer’8 σε μορφή spray είναι ειδικά σχεδιασμένη για την καθημερινή προστασία των μαλλιών από τις ψείρες, χωρίς να τα ξηραίνει ή να τα λαδώνει.;Εντομοαπωθητικά & Αντιφθειρικά;5204559030616;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559030616_t20230418163921.jpg;https://www.vican.gr/el/cer-8-anti-lice-spray-prolipsis-5204559030616.html
CER;;Το Cer’8 Clothes Patch είναι είναι σκοροαπωθητικό ρούχων σε μορφή μικροκάψουλας που χαρίζει φρεσκάδα και ανανέωση στα ρούχα. Προστατεύει από τον σκόρο, ενώ δίνει και επιπλέον προστασία από δυσοσμίες και μυρωδιές. Η δράση του διατηρεί τα ρούχα σε άριστη κατάσταση, χαρίζοντας φρεσκάδα και ανανέωση.;Εντομοαπωθητικά & Αντιφθειρικά;5204559030135;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559030135_1_t20230717095735.jpg;https://www.vican.gr/el/cer-8-clothes-skoroapothitiko-patch-5204559030135.html
CER’8 PET ΕΝΤΟΜΟΑΠΩΘΗΤΙΚΟ SPRAY ΣΚΥΛΩΝ;;Το Cer’8 Pet Εντομοαπωθητικό Spray Σκύλων χάρη στη μοναδική του σύνθεση προφυλάσσει αποτελεσματικά από κουνούπια, σκνίπες, τσιμπούρια, ψύλλους, μύγες, αλογόμυγες, ακάρεα ζώων και ψείρες. Με ευχάριστο άρωμα Lemonito. ΠΕΔΙΟ ΕΦΑΡΜΟΓΗΣ: Τρίχωμα σκύλου και περιβάλλων χώρος τους. ΔΟΣΕΙΣ: 6 ψεκασμοί (περίπου 1,2ml) για σκύλο μεσαίου μεγέθους 20kg. Εφαρμόζουμε αναλογικά με βάση τα κιλά του σκύλου. ΔΙΑΡΚΕΙΑ ΔΡΑΣΗΣ: 6 ώρες;Εντομοαπωθητικά & Αντιφθειρικά;5204559030173;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/5/2/5204559030173_t20230418163921.jpg;https://www.vican.gr/el/cer-8-pet-entomoapothitiko-spray-skylon-5204559030173.html
